#baryon fraction in the ADIAB simulation
#z,log10(mass_lower),log10(mass_upper),mass_mean,mass_errl,mass_erru,fb_mean,fb_errl,fb_erru
#notes: redshift,"mass bin, lower end","mass bin, upper end",mean mass in the bin,"1sigma error of mass, lower end","1sigma error of mass, upper end",mean baryon fraction in the bin,"1sigma error of baryon fraction, lower end","1sigma error of baryon fraction, upper end"
#units: 1,log10(Msol),log10(Msol),Msol,Msol,Msol,1,1,1
11.3,7.6,8.6,9.54252e+07,1.26653e+06,1.2711e+06,0.614553,0.0022393,0.0022756
11.3,7.7,8.7,1.16475e+08,1.73169e+06,1.75988e+06,0.642501,0.00247208,0.00243692
11.3,7.8,8.8,1.44094e+08,2.42512e+06,2.46679e+06,0.672749,0.00266467,0.00269189
11.3,7.9,8.9,1.78658e+08,3.44761e+06,3.4939e+06,0.702746,0.00291382,0.00293793
11.3,8,9,2.19807e+08,4.87739e+06,4.94306e+06,0.729982,0.00317659,0.00317236
11.3,8.1,9.1,2.68195e+08,6.68842e+06,6.92095e+06,0.75534,0.00342528,0.00341296
11.3,8.2,9.2,3.32338e+08,9.87685e+06,1.02736e+07,0.779481,0.0035739,0.00360302
11.3,8.3,9.3,4.08785e+08,1.40768e+07,1.47502e+07,0.799949,0.00388156,0.00388313
11.3,8.4,9.4,5.01585e+08,2.02772e+07,2.14854e+07,0.818242,0.00413814,0.00417155
11.3,8.5,9.5,6.18889e+08,2.87747e+07,3.05726e+07,0.830715,0.00489147,0.004905
11.3,8.6,9.6,7.6155e+08,4.12413e+07,4.4416e+07,0.839183,0.00584714,0.00583033
11.3,8.7,9.7,9.36124e+08,5.94284e+07,6.62356e+07,0.850389,0.00646576,0.00633931
11.3,8.8,9.8,1.16516e+09,9.11377e+07,1.0353e+08,0.860153,0.00747225,0.00734296
11.3,8.9,9.9,1.39531e+09,1.20367e+08,1.40619e+08,0.862665,0.00893241,0.00868882
11.3,9,10,1.81361e+09,2.22543e+08,2.95631e+08,0.872201,0.0111066,0.0106935
11.3,9.1,10.1,2.44376e+09,4.64107e+08,6.16807e+08,0.8729,0.012462,0.0121625
11.3,9.2,10.2,3.30568e+09,7.58037e+08,1.00143e+09,0.880897,0.0155808,0.0154752
11.3,9.3,10.3,3.94547e+09,1.01186e+09,1.31081e+09,0.891655,0.0162511,0.0167702
11.3,9.4,10.4,5.3148e+09,1.55442e+09,1.91446e+09,0.885849,0.0168728,0.0203091
11.3,9.5,10.5,6.11188e+09,1.81846e+09,2.19029e+09,0.889196,0.0218995,0.0255924
11.3,9.6,10.6,7.35181e+09,2.13189e+09,2.44077e+09,0.879649,0.0183686,0.0214467
11.3,9.7,10.7,8.63073e+09,2.57427e+09,2.57427e+09,0.886632,0.0238787,0.0265706
11.3,9.8,10.8,1.0976e+10,1.14491e+09,1.08523e+09,0.891714,0.0463075,0.0411567
11.3,9.9,10.9,1.0976e+10,1.14491e+09,1.08523e+09,0.891714,0.0463075,0.0411567
11.3,10,11,1.15485e+10,5.1278e+08,5.1278e+08,0.871136,0.0257291,0.0257291
11.3,10.1,11.1,-9999,-9999,-9999,0.9,-9999,-9999
11.3,10.2,11.2,-9999,-9999,-9999,0.9,-9999,-9999
11.3,10.3,11.3,-9999,-9999,-9999,0.9,-9999,-9999
11.3,10.4,11.4,-9999,-9999,-9999,0.9,-9999,-9999
11.3,10.5,11.5,-9999,-9999,-9999,0.9,-9999,-9999
11.5316,7.5,8.5,7.72341e+07,927704,940116,0.58958,0.00218236,0.00218135
11.5316,7.6,8.6,9.47357e+07,1.29745e+06,1.32136e+06,0.615548,0.00238063,0.00236204
11.5316,7.7,8.7,1.15583e+08,1.77488e+06,1.81726e+06,0.642313,0.0025868,0.00258096
11.5316,7.8,8.8,1.42546e+08,2.48004e+06,2.54126e+06,0.671589,0.00283788,0.00280862
11.5316,7.9,8.9,1.76307e+08,3.53207e+06,3.59746e+06,0.701762,0.00304005,0.0030636
11.5316,8,9,2.16503e+08,5.00995e+06,5.15574e+06,0.729275,0.00327893,0.0033012
11.5316,8.1,9.1,2.66661e+08,7.17609e+06,7.42662e+06,0.754906,0.00354123,0.00353632
11.5316,8.2,9.2,3.27919e+08,1.0232e+07,1.07121e+07,0.778091,0.00381805,0.00382054
11.5316,8.3,9.3,4.08594e+08,1.52555e+07,1.60035e+07,0.798643,0.00422779,0.0042002
11.5316,8.4,9.4,4.97317e+08,2.1279e+07,2.23445e+07,0.814734,0.0046144,0.00454232
11.5316,8.5,9.5,6.12135e+08,3.00415e+07,3.2204e+07,0.827447,0.00543085,0.00536869
11.5316,8.6,9.6,7.60133e+08,4.57623e+07,5.00381e+07,0.839526,0.00638923,0.00632926
11.5316,8.7,9.7,9.53315e+08,6.952e+07,7.98401e+07,0.853954,0.00684584,0.00682046
11.5316,8.8,9.8,1.13717e+09,9.13993e+07,1.05459e+08,0.862386,0.00802675,0.00795338
11.5316,8.9,9.9,1.35954e+09,1.2241e+08,1.41573e+08,0.86663,0.00956956,0.00943796
11.5316,9,10,1.87571e+09,2.85936e+08,3.82116e+08,0.872222,0.0122182,0.0119439
11.5316,9.1,10.1,2.47568e+09,5.00932e+08,6.58762e+08,0.871592,0.0149472,0.0151927
11.5316,9.2,10.2,3.13068e+09,7.315e+08,9.52733e+08,0.885669,0.0170867,0.0169276
11.5316,9.3,10.3,4.2882e+09,1.19132e+09,1.4914e+09,0.87831,0.020671,0.0222315
11.5316,9.4,10.4,5.26418e+09,1.50807e+09,1.81627e+09,0.885326,0.0224757,0.0260267
11.5316,9.5,10.5,6.20338e+09,1.83462e+09,2.10509e+09,0.882663,0.0199194,0.0239616
11.5316,9.6,10.6,7.72993e+09,2.23063e+09,2.23063e+09,0.880591,0.027796,0.0375328
11.5316,9.7,10.7,9.79735e+09,8.16019e+08,7.98467e+08,0.88324,0.0463266,0.0654318
11.5316,9.8,10.8,9.79735e+09,8.16019e+08,7.98467e+08,0.88324,0.0463266,0.0654318
11.5316,9.9,10.9,9.79735e+09,8.16019e+08,7.98467e+08,0.88324,0.0463266,0.0654318
11.5316,10,11,1.05958e+10,0,0,0.864135,0,0
11.5316,10.1,11.1,-9999,-9999,-9999,0.9,-9999,-9999
11.5316,10.2,11.2,-9999,-9999,-9999,0.9,-9999,-9999
11.5316,10.3,11.3,-9999,-9999,-9999,0.9,-9999,-9999
11.5316,10.4,11.4,-9999,-9999,-9999,0.9,-9999,-9999
11.5316,10.5,11.5,-9999,-9999,-9999,0.9,-9999,-9999
11.7744,7.5,8.5,7.66002e+07,963360,982512,0.588719,0.00226925,0.00227575
11.7744,7.6,8.6,9.45548e+07,1.36332e+06,1.37739e+06,0.614481,0.00246612,0.00249168
11.7744,7.7,8.7,1.14804e+08,1.83211e+06,1.87374e+06,0.641515,0.00269232,0.00272123
11.7744,7.8,8.8,1.41473e+08,2.57961e+06,2.64585e+06,0.67074,0.00294597,0.00294926
11.7744,7.9,8.9,1.74806e+08,3.69081e+06,3.77619e+06,0.701225,0.00321233,0.00320187
11.7744,8,9,2.13418e+08,5.15159e+06,5.29055e+06,0.727407,0.003497,0.00351129
11.7744,8.1,9.1,2.63853e+08,7.52048e+06,7.78735e+06,0.753503,0.00377279,0.00379398
11.7744,8.2,9.2,3.25156e+08,1.07782e+07,1.12185e+07,0.775406,0.00417851,0.00418291
11.7744,8.3,9.3,4.04164e+08,1.58643e+07,1.66002e+07,0.796163,0.00465757,0.00466081
11.7744,8.4,9.4,4.89667e+08,2.12586e+07,2.28334e+07,0.812356,0.00516082,0.00508429
11.7744,8.5,9.5,5.98437e+08,3.03559e+07,3.27108e+07,0.824781,0.00586953,0.0058584
11.7744,8.6,9.6,7.5662e+08,4.63733e+07,5.18941e+07,0.839691,0.0066071,0.0065506
11.7744,8.7,9.7,9.22486e+08,6.88566e+07,7.91141e+07,0.852076,0.00738843,0.00731462
11.7744,8.8,9.8,1.10995e+09,9.22796e+07,1.06621e+08,0.861102,0.00836402,0.0082076
11.7744,8.9,9.9,1.33298e+09,1.23446e+08,1.4493e+08,0.86023,0.0105566,0.0102818
11.7744,9,10,1.89828e+09,3.4092e+08,4.44426e+08,0.871275,0.011848,0.0116976
11.7744,9.1,10.1,2.40867e+09,5.19118e+08,6.72972e+08,0.873476,0.0161865,0.0157313
11.7744,9.2,10.2,3.17755e+09,8.04478e+08,1.0313e+09,0.876327,0.016952,0.0179622
11.7744,9.3,10.3,4.50039e+09,1.25582e+09,1.51775e+09,0.883798,0.0192907,0.0205646
11.7744,9.4,10.4,4.95387e+09,1.39714e+09,1.64357e+09,0.888009,0.0230988,0.0229125
11.7744,9.5,10.5,5.93556e+09,1.5322e+09,1.8074e+09,0.884217,0.0233496,0.0260195
11.7744,9.6,10.6,6.86185e+09,1.89834e+09,1.89834e+09,0.885795,0.0318972,0.0361871
11.7744,9.7,10.7,8.66216e+09,4.90097e+08,5.88927e+08,0.883645,0.053162,0.065033
11.7744,9.8,10.8,8.66216e+09,4.90097e+08,5.88927e+08,0.883645,0.053162,0.065033
11.7744,9.9,10.9,8.66216e+09,4.90097e+08,5.88927e+08,0.883645,0.053162,0.065033
11.7744,10,11,-9999,-9999,-9999,0.9,-9999,-9999
11.7744,10.1,11.1,-9999,-9999,-9999,0.9,-9999,-9999
11.7744,10.2,11.2,-9999,-9999,-9999,0.9,-9999,-9999
11.7744,10.3,11.3,-9999,-9999,-9999,0.9,-9999,-9999
11.7744,10.4,11.4,-9999,-9999,-9999,0.9,-9999,-9999
11.7744,10.5,11.5,-9999,-9999,-9999,0.9,-9999,-9999
12.0293,7.5,8.5,7.65201e+07,1.01198e+06,1.02638e+06,0.589248,0.00239096,0.00238876
12.0293,7.6,8.6,9.36599e+07,1.40339e+06,1.43139e+06,0.613947,0.00264115,0.00261649
12.0293,7.7,8.7,1.13057e+08,1.87348e+06,1.92013e+06,0.639433,0.00288915,0.00285772
12.0293,7.8,8.8,1.39352e+08,2.67962e+06,2.73664e+06,0.668913,0.00313317,0.00315626
12.0293,7.9,8.9,1.71888e+08,3.82176e+06,3.91243e+06,0.699351,0.00338834,0.00341377
12.0293,8,9,2.12045e+08,5.4434e+06,5.64419e+06,0.727621,0.00372071,0.00372389
12.0293,8.1,9.1,2.59286e+08,7.80798e+06,8.11775e+06,0.751554,0.00405185,0.0040849
12.0293,8.2,9.2,3.24992e+08,1.17343e+07,1.22185e+07,0.776429,0.00448708,0.00448788
12.0293,8.3,9.3,4.02259e+08,1.66913e+07,1.76152e+07,0.798431,0.00495357,0.00491263
12.0293,8.4,9.4,4.80985e+08,2.22368e+07,2.34898e+07,0.811705,0.0055486,0.0055149
12.0293,8.5,9.5,5.99036e+08,3.25743e+07,3.59001e+07,0.825307,0.00666327,0.00661431
12.0293,8.6,9.6,7.6312e+08,5.31845e+07,6.05302e+07,0.841696,0.00743695,0.0074057
12.0293,8.7,9.7,8.86887e+08,6.6675e+07,7.80482e+07,0.852923,0.00862156,0.00843878
12.0293,8.8,9.8,1.10927e+09,1.05254e+08,1.28595e+08,0.855909,0.00949897,0.00940993
12.0293,8.9,9.9,1.46429e+09,2.15321e+08,2.75634e+08,0.865098,0.0118243,0.0115751
12.0293,9,10,1.80866e+09,3.13725e+08,4.04454e+08,0.867232,0.0144255,0.0144576
12.0293,9.1,10.1,2.33645e+09,4.86831e+08,6.27654e+08,0.871734,0.0184374,0.0182566
12.0293,9.2,10.2,3.19915e+09,7.96661e+08,9.83384e+08,0.883783,0.0214708,0.0225594
12.0293,9.3,10.3,4.0917e+09,1.00571e+09,1.20831e+09,0.884807,0.02055,0.022082
12.0293,9.4,10.4,4.56874e+09,1.085e+09,1.28671e+09,0.88276,0.023319,0.0261384
12.0293,9.5,10.5,5.12617e+09,1.23618e+09,1.37659e+09,0.892226,0.0289992,0.0295267
12.0293,9.6,10.6,6.63805e+09,1.36039e+09,8.73804e+08,0.895825,0.0644246,0.0582809
12.0293,9.7,10.7,6.63805e+09,1.36039e+09,8.73804e+08,0.895825,0.0644246,0.0582809
12.0293,9.8,10.8,7.31824e+09,1.93609e+08,1.93609e+08,0.892753,0.0613528,0.0613528
12.0293,9.9,10.9,-9999,-9999,-9999,0.9,-9999,-9999
12.0293,10,11,-9999,-9999,-9999,0.9,-9999,-9999
12.0293,10.1,11.1,-9999,-9999,-9999,0.9,-9999,-9999
12.0293,10.2,11.2,-9999,-9999,-9999,0.9,-9999,-9999
12.0293,10.3,11.3,-9999,-9999,-9999,0.9,-9999,-9999
12.0293,10.4,11.4,-9999,-9999,-9999,0.9,-9999,-9999
12.0293,10.5,11.5,-9999,-9999,-9999,0.9,-9999,-9999
12.2973,7.5,8.5,7.60752e+07,1.05993e+06,1.08234e+06,0.589165,0.00253439,0.0025412
12.2973,7.6,8.6,9.28821e+07,1.46291e+06,1.48332e+06,0.613957,0.00279238,0.00280637
12.2973,7.7,8.7,1.12545e+08,1.99535e+06,2.02993e+06,0.6396,0.00303842,0.00303192
12.2973,7.8,8.8,1.38225e+08,2.82674e+06,2.89877e+06,0.668983,0.00336387,0.00335121
12.2973,7.9,8.9,1.72617e+08,4.14691e+06,4.24915e+06,0.699633,0.00369719,0.00369922
12.2973,8,9,2.09428e+08,5.69386e+06,5.79066e+06,0.725701,0.00402139,0.00398391
12.2973,8.1,9.1,2.57551e+08,8.10763e+06,8.4843e+06,0.751531,0.00437597,0.00435392
12.2973,8.2,9.2,3.17733e+08,1.18747e+07,1.23929e+07,0.773965,0.00496281,0.00485888
12.2973,8.3,9.3,3.86319e+08,1.60283e+07,1.68895e+07,0.793748,0.00553682,0.00544224
12.2973,8.4,9.4,4.61204e+08,2.17614e+07,2.32908e+07,0.808415,0.00615403,0.00607271
12.2973,8.5,9.5,5.74267e+08,3.11655e+07,3.44508e+07,0.826571,0.00756976,0.00737966
12.2973,8.6,9.6,7.27899e+08,5.24713e+07,6.12324e+07,0.839791,0.00889282,0.00872025
12.2973,8.7,9.7,8.7181e+08,7.61181e+07,9.0231e+07,0.854504,0.00918062,0.00895962
12.2973,8.8,9.8,1.06281e+09,1.08291e+08,1.3032e+08,0.852825,0.0120347,0.0116813
12.2973,8.9,9.9,1.51999e+09,2.62383e+08,3.39148e+08,0.85936,0.0164972,0.015633
12.2973,9,10,1.82209e+09,3.5692e+08,4.66686e+08,0.866466,0.0190955,0.0183134
12.2973,9.1,10.1,2.42412e+09,5.70295e+08,7.25756e+08,0.875228,0.0211997,0.0212804
12.2973,9.2,10.2,3.29108e+09,8.35123e+08,1.02812e+09,0.879046,0.020137,0.0229128
12.2973,9.3,10.3,3.81898e+09,9.43921e+08,1.13942e+09,0.877017,0.0172365,0.0227774
12.2973,9.4,10.4,4.28797e+09,1.01433e+09,1.19128e+09,0.880206,0.0221767,0.0280077
12.2973,9.5,10.5,4.5579e+09,1.07632e+09,1.18325e+09,0.886113,0.0237459,0.0302299
12.2973,9.6,10.6,5.79422e+09,1.6531e+09,1.01125e+09,0.888824,0.0488562,0.0623402
12.2973,9.7,10.7,6.62077e+09,1.84698e+08,1.84698e+08,0.895566,0.0555982,0.0555982
12.2973,9.8,10.8,6.62077e+09,1.84698e+08,1.84698e+08,0.895566,0.0555982,0.0555982
12.2973,9.9,10.9,-9999,-9999,-9999,0.9,-9999,-9999
12.2973,10,11,-9999,-9999,-9999,0.9,-9999,-9999
12.2973,10.1,11.1,-9999,-9999,-9999,0.9,-9999,-9999
12.2973,10.2,11.2,-9999,-9999,-9999,0.9,-9999,-9999
12.2973,10.3,11.3,-9999,-9999,-9999,0.9,-9999,-9999
12.2973,10.4,11.4,-9999,-9999,-9999,0.9,-9999,-9999
12.2973,10.5,11.5,-9999,-9999,-9999,0.9,-9999,-9999
12.5795,7.5,8.5,7.57225e+07,1.13604e+06,1.14981e+06,0.588892,0.00268931,0.00268491
12.5795,7.6,8.6,9.20916e+07,1.51833e+06,1.54467e+06,0.613926,0.00295418,0.00297762
12.5795,7.7,8.7,1.11456e+08,2.08602e+06,2.12198e+06,0.638864,0.00326692,0.00325841
12.5795,7.8,8.8,1.37051e+08,2.94913e+06,3.0542e+06,0.668899,0.00359393,0.00354918
12.5795,7.9,8.9,1.69208e+08,4.22695e+06,4.40231e+06,0.699281,0.00392076,0.0039044
12.5795,8,9,2.08018e+08,6.16528e+06,6.39337e+06,0.726488,0.00428764,0.00424884
12.5795,8.1,9.1,2.55296e+08,8.7485e+06,9.13439e+06,0.749509,0.00472702,0.00476858
12.5795,8.2,9.2,3.14518e+08,1.24433e+07,1.29878e+07,0.774812,0.00533679,0.0052971
12.5795,8.3,9.3,3.78684e+08,1.68127e+07,1.76621e+07,0.792494,0.00588288,0.0058368
12.5795,8.4,9.4,4.66402e+08,2.41139e+07,2.63103e+07,0.809294,0.00685592,0.00673625
12.5795,8.5,9.5,6.14361e+08,4.37762e+07,5.05878e+07,0.827329,0.00813165,0.0079945
12.5795,8.6,9.6,7.16437e+08,5.56402e+07,6.41298e+07,0.842197,0.00901194,0.00890222
12.5795,8.7,9.7,8.78295e+08,8.49851e+07,1.03477e+08,0.852345,0.0101637,0.0100194
12.5795,8.8,9.8,1.19032e+09,1.82055e+08,2.3338e+08,0.854632,0.0137332,0.0134154
12.5795,8.9,9.9,1.50662e+09,2.72059e+08,3.49906e+08,0.86121,0.0168262,0.0164302
12.5795,9,10,2.00107e+09,4.35764e+08,5.55308e+08,0.871798,0.0210341,0.0212933
12.5795,9.1,10.1,2.56109e+09,6.18709e+08,7.65619e+08,0.867401,0.0219525,0.0242042
12.5795,9.2,10.2,3.20504e+09,7.78338e+08,9.48601e+08,0.878838,0.0168277,0.0207303
12.5795,9.3,10.3,3.53167e+09,8.2637e+08,1.01278e+09,0.882911,0.0202703,0.0240819
12.5795,9.4,10.4,3.93177e+09,9.13884e+08,1.11143e+09,0.889872,0.0256092,0.0274648
12.5795,9.5,10.5,5.37163e+09,1.23375e+09,7.315e+08,0.907447,0.06006,0.0443406
12.5795,9.6,10.6,5.37163e+09,1.23375e+09,7.315e+08,0.907447,0.06006,0.0443406
12.5795,9.7,10.7,5.9885e+09,1.14626e+08,1.14626e+08,0.899588,0.0522003,0.0522003
12.5795,9.8,10.8,-9999,-9999,-9999,0.9,-9999,-9999
12.5795,9.9,10.9,-9999,-9999,-9999,0.9,-9999,-9999
12.5795,10,11,-9999,-9999,-9999,0.9,-9999,-9999
12.5795,10.1,11.1,-9999,-9999,-9999,0.9,-9999,-9999
12.5795,10.2,11.2,-9999,-9999,-9999,0.9,-9999,-9999
12.5795,10.3,11.3,-9999,-9999,-9999,0.9,-9999,-9999
12.5795,10.4,11.4,-9999,-9999,-9999,0.9,-9999,-9999
12.5795,10.5,11.5,-9999,-9999,-9999,0.9,-9999,-9999
12.8772,7.5,8.5,7.46533e+07,1.17074e+06,1.18657e+06,0.587457,0.00287358,0.00286654
12.8772,7.6,8.6,9.03029e+07,1.58010e+06,1.61195e+06,0.611827,0.00317958,0.00313885
12.8772,7.7,8.7,1.09915e+08,2.20426e+06,2.29218e+06,0.638343,0.00348335,0.00350333
12.8772,7.8,8.8,1.34154e+08,3.08467e+06,3.15191e+06,0.667241,0.00384314,0.00383085
12.8772,7.9,8.9,1.67251e+08,4.5004e+06,4.68891e+06,0.697572,0.00430794,0.00425651
12.8772,8,9,2.0625e+08,6.47676e+06,6.80253e+06,0.724494,0.00476122,0.00475707
12.8772,8.1,9.1,2.53659e+08,9.25263e+06,9.71887e+06,0.748972,0.00533576,0.00530098
12.8772,8.2,9.2,3.0956e+08,1.28183e+07,1.35926e+07,0.771844,0.00587199,0.0057941
12.8772,8.3,9.3,3.71518e+08,1.81418e+07,1.93918e+07,0.7898,0.00651946,0.00650837
12.8772,8.4,9.4,4.64749e+08,2.76226e+07,3.09169e+07,0.804814,0.00802968,0.00790396
12.8772,8.5,9.5,6.01661e+08,4.68591e+07,5.34651e+07,0.825462,0.00876886,0.00864329
12.8772,8.6,9.6,7.307e+08,6.7744e+07,8.08419e+07,0.839195,0.00973676,0.00965944
12.8772,8.7,9.7,8.9639e+08,9.68355e+07,1.15498e+08,0.845879,0.0122457,0.0117923
12.8772,8.8,9.8,1.17644e+09,1.86217e+08,2.35249e+08,0.849234,0.0141696,0.0136415
12.8772,8.9,9.9,1.53338e+09,2.91826e+08,3.70956e+08,0.845629,0.0190608,0.0181416
12.8772,9,10,1.9965e+09,4.3275e+08,5.3671e+08,0.860651,0.0185685,0.0182023
12.8772,9.1,10.1,2.53592e+09,5.71483e+08,6.96667e+08,0.866022,0.0205216,0.022141
12.8772,9.2,10.2,2.96849e+09,6.35248e+08,7.79663e+08,0.868978,0.0185736,0.0217917
12.8772,9.3,10.3,3.38602e+09,7.22893e+08,8.87238e+08,0.876416,0.0243658,0.0267771
12.8772,9.4,10.4,3.73919e+09,8.37486e+08,9.23489e+08,0.891918,0.0223682,0.0254384
12.8772,9.5,10.5,4.7773e+09,1.04041e+09,6.06479e+08,0.897226,0.0452872,0.0508769
12.8772,9.6,10.6,5.29751e+09,8.62734e+07,8.62734e+07,0.900021,0.048082,0.048082
12.8772,9.7,10.7,5.29751e+09,8.62734e+07,8.62734e+07,0.900021,0.048082,0.048082
12.8772,9.8,10.8,-9999,-9999,-9999,0.9,-9999,-9999
12.8772,9.9,10.9,-9999,-9999,-9999,0.9,-9999,-9999
12.8772,10,11,-9999,-9999,-9999,0.9,-9999,-9999
12.8772,10.1,11.1,-9999,-9999,-9999,0.9,-9999,-9999
12.8772,10.2,11.2,-9999,-9999,-9999,0.9,-9999,-9999
12.8772,10.3,11.3,-9999,-9999,-9999,0.9,-9999,-9999
12.8772,10.4,11.4,-9999,-9999,-9999,0.9,-9999,-9999
12.8772,10.5,11.5,-9999,-9999,-9999,0.9,-9999,-9999
13.1918,7.5,8.5,7.32597e+07,1.21094e+06,1.22005e+06,0.586364,0.00313289,0.00310339
13.1918,7.6,8.6,8.87277e+07,1.63407e+06,1.66861e+06,0.610875,0.00341008,0.00341961
13.1918,7.7,8.7,1.08032e+08,2.30916e+06,2.34357e+06,0.636927,0.00374857,0.00375718
13.1918,7.8,8.8,1.30997e+08,3.26089e+06,3.35632e+06,0.664891,0.00411733,0.00413597
13.1918,7.9,8.9,1.63523e+08,4.7159e+06,4.88545e+06,0.695577,0.00461717,0.00465187
13.1918,8,9,2.02989e+08,6.98095e+06,7.38858e+06,0.722677,0.0051666,0.0051593
13.1918,8.1,9.1,2.48707e+08,9.8159e+06,1.03989e+07,0.748925,0.00580057,0.0058001
13.1918,8.2,9.2,2.99143e+08,1.3249e+07,1.41911e+07,0.768031,0.00645321,0.00644367
13.1918,8.3,9.3,3.76163e+08,2.03013e+07,2.22963e+07,0.788289,0.00779477,0.00775052
13.1918,8.4,9.4,4.73944e+08,3.17323e+07,3.61494e+07,0.805631,0.00903873,0.00897825
13.1918,8.5,9.5,5.88154e+08,4.83097e+07,5.67429e+07,0.825307,0.00975081,0.0095756
13.1918,8.6,9.6,7.08842e+08,7.00865e+07,8.31779e+07,0.838698,0.011064,0.0108103
13.1918,8.7,9.7,9.56721e+08,1.41196e+08,1.77752e+08,0.843585,0.0136314,0.0131299
13.1918,8.8,9.8,1.18566e+09,2.04891e+08,2.58827e+08,0.843114,0.0165412,0.0155885
13.1918,8.9,9.9,1.46957e+09,2.91489e+08,3.66225e+08,0.848914,0.0203654,0.0185178
13.1918,9,10,2.04743e+09,4.61384e+08,5.60214e+08,0.854328,0.0212989,0.0210181
13.1918,9.1,10.1,2.52036e+09,5.38499e+08,6.68719e+08,0.859536,0.0254255,0.0253485
13.1918,9.2,10.2,2.7379e+09,5.81231e+08,7.04687e+08,0.857317,0.0298502,0.0303487
13.1918,9.3,10.3,3.17736e+09,6.5732e+08,7.77675e+08,0.874146,0.0274559,0.0320313
13.1918,9.4,10.4,3.55187e+09,8.16073e+08,8.16073e+08,0.88393,0.0323912,0.0400848
13.1918,9.5,10.5,4.17406e+09,9.69393e+08,4.86317e+08,0.889439,0.0591414,0.066808
13.1918,9.6,10.6,4.65876e+09,1.62022e+06,1.62022e+06,0.893272,0.0629747,0.0629747
13.1918,9.7,10.7,-9999,-9999,-9999,0.9,-9999,-9999
13.1918,9.8,10.8,-9999,-9999,-9999,0.9,-9999,-9999
13.1918,9.9,10.9,-9999,-9999,-9999,0.9,-9999,-9999
13.1918,10,11,-9999,-9999,-9999,0.9,-9999,-9999
13.1918,10.1,11.1,-9999,-9999,-9999,0.9,-9999,-9999
13.1918,10.2,11.2,-9999,-9999,-9999,0.9,-9999,-9999
13.1918,10.3,11.3,-9999,-9999,-9999,0.9,-9999,-9999
13.1918,10.4,11.4,-9999,-9999,-9999,0.9,-9999,-9999
13.1918,10.5,11.5,-9999,-9999,-9999,0.9,-9999,-9999
13.5248,7.5,8.5,7.18635e+07,1.26968e+06,1.28929e+06,0.58766,0.00335082,0.00336394
13.5248,7.6,8.6,8.76874e+07,1.7648e+06,1.80795e+06,0.611592,0.00370359,0.00370753
13.5248,7.7,8.7,1.05953e+08,2.44454e+06,2.50301e+06,0.6374,0.00405932,0.00410532
13.5248,7.8,8.8,1.30708e+08,3.55776e+06,3.67123e+06,0.665553,0.00454551,0.00449039
13.5248,7.9,8.9,1.61255e+08,5.10038e+06,5.3131e+06,0.694955,0.00505361,0.00504793
13.5248,8,9,1.99843e+08,7.40603e+06,7.74145e+06,0.722405,0.00582802,0.00575453
13.5248,8.1,9.1,2.41843e+08,1.00278e+07,1.05401e+07,0.746092,0.0065138,0.00640564
13.5248,8.2,9.2,2.97704e+08,1.49226e+07,1.62476e+07,0.76606,0.00737808,0.00728375
13.5248,8.3,9.3,3.61556e+08,2.05463e+07,2.24277e+07,0.784951,0.00866083,0.00861093
13.5248,8.4,9.4,4.80685e+08,3.87594e+07,4.50375e+07,0.811669,0.00965431,0.00947194
13.5248,8.5,9.5,5.83154e+08,5.56916e+07,6.49336e+07,0.828526,0.0105866,0.0103802
13.5248,8.6,9.6,7.60445e+08,9.96006e+07,1.20943e+08,0.83973,0.012598,0.0122371
13.5248,8.7,9.7,9.29017e+08,1.38642e+08,1.69616e+08,0.839916,0.0150374,0.014614
13.5248,8.8,9.8,1.21761e+09,2.14564e+08,2.57562e+08,0.852383,0.0181113,0.0175539
13.5248,8.9,9.9,1.51674e+09,2.93991e+08,3.41549e+08,0.85297,0.0210237,0.0200081
13.5248,9,10,1.90628e+09,3.71232e+08,4.24535e+08,0.84949,0.0247427,0.0240972
13.5248,9.1,10.1,2.12801e+09,3.79927e+08,4.38455e+08,0.857696,0.0291878,0.026601
13.5248,9.2,10.2,2.49453e+09,4.0352e+08,4.60124e+08,0.874892,0.0206269,0.028069
13.5248,9.3,10.3,2.61817e+09,3.76918e+08,4.53644e+08,0.87995,0.021892,0.0295691
13.5248,9.4,10.4,3.1909e+09,5.67865e+08,3.56434e+08,0.897013,0.0468605,0.0614848
13.5248,9.5,10.5,3.47483e+09,7.2502e+07,7.2502e+07,0.904325,0.0541727,0.0541727
13.5248,9.6,10.6,-9999,-9999,-9999,0.9,-9999,-9999
13.5248,9.7,10.7,-9999,-9999,-9999,0.9,-9999,-9999
13.5248,9.8,10.8,-9999,-9999,-9999,0.9,-9999,-9999
13.5248,9.9,10.9,-9999,-9999,-9999,0.9,-9999,-9999
13.5248,10,11,-9999,-9999,-9999,0.9,-9999,-9999
13.5248,10.1,11.1,-9999,-9999,-9999,0.9,-9999,-9999
13.5248,10.2,11.2,-9999,-9999,-9999,0.9,-9999,-9999
13.5248,10.3,11.3,-9999,-9999,-9999,0.9,-9999,-9999
13.5248,10.4,11.4,-9999,-9999,-9999,0.9,-9999,-9999
13.5248,10.5,11.5,-9999,-9999,-9999,0.9,-9999,-9999
13.878,7.5,8.5,7.07987e+07,1.33977e+06,1.37102e+06,0.585894,0.00361099,0.0036111
